domain,date,post,attention_index,embedding_distance,true_distance,distance_used,T_it,is_com,length,age_years,has_hyphen,has_digit,exact_match,alpha_i,lambda_t,log_price_latent,sale_prob,sold,log_price_obs,price_obs
chat.com,2021-08-01,0,0.1464739585012751,-1.986821492513021e-07,0.0,0.0,0.1464739585012751,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0357118733865854,1.959744271663029,0.3251526404613989,1,1.9892443343896289,7.310007753194366
chat.com,2022-02-01,0,0.3347300558116977,-1.986821492513021e-07,0.0,0.0,0.3347300558116977,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.016995246483286,2.003288527414067,0.3323592861303195,1,2.0377542076546975,7.673357067213106
chat.com,2022-05-01,0,0.2425824268129763,-1.986821492513021e-07,0.0,0.0,0.2425824268129763,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0484187583176739,2.0483633850055423,0.3399027868235381,1,2.0392475883931525,7.684824871624402
chat.com,2022-06-01,0,0.3885640582640248,-1.986821492513021e-07,0.0,0.0,0.3885640582640248,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.0063051208279078,1.7389813421145668,0.28992177528702573,1,1.7910287651405428,5.9956173768702445
chat.com,2022-10-01,0,0.3506491758777769,-1.986821492513021e-07,0.0,0.0,0.3506491758777769,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0866242503847812,2.0253543191961607,0.33604166124250845,1,2.095068621432016,8.125998568739151
chat.com,2022-11-01,1,0.7562556105354741,-1.986821492513021e-07,0.0,0.0,0.7562556105354741,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.0347688732741881,2.1100042338526253,0.35035097344430405,1,2.1154105594117367,8.292989832312795
chat.com,2023-03-01,1,0.755846701183267,-1.986821492513021e-07,0.0,0.0,0.755846701183267,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0512703362570994,2.086137118175119,0.3462877571823257,1,2.0168706289196594,7.514771590417324
chat.com,2023-07-01,1,0.7120982361784608,-1.986821492513021e-07,0.0,0.0,0.7120982361784608,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0480175076178484,2.298265167297559,0.3831259403912435,1,2.2612770238843938,9.595334817846894
chat.com,2023-09-01,1,0.5980551063323813,-1.986821492513021e-07,0.0,0.0,0.5980551063323813,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.0132305801117339,1.7305102882589145,0.28861558931196324,1,1.6569541053787855,5.243315909643493
chat.com,2023-10-01,1,0.7076164943753044,-1.986821492513021e-07,0.0,0.0,0.7076164943753044,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0142310523768536,2.1973009001929884,0.365394877804437,1,2.2525397285184097,9.511862734554317
chat.com,2024-01-01,1,0.676214075498581,-1.986821492513021e-07,0.0,0.0,0.676214075498581,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0349625544414381,2.1950165023338495,0.3649976873662077,1,2.165972194608644,8.723078325543066
chat.com,2024-03-01,1,0.7855777809659342,-1.986821492513021e-07,0.0,0.0,0.7855777809659342,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.0332925461341827,2.1826184627287355,0.36284524397079576,1,2.1836179922269503,8.878370094380308
