domain,date,post,attention_index,embedding_distance,true_distance,distance_used,T_it,is_com,length,age_years,has_hyphen,has_digit,exact_match,alpha_i,lambda_t,log_price_latent,sale_prob,sold,log_price_obs,price_obs
chat.com,2021-01-01,0,0.3359874836512351,-1.986821492513021e-07,0.0,0.0,0.3359874836512351,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.03967262444172169,2.0131718112861723,0.3340061252522811,0,,
chat.com,2021-02-01,0,0.2752221455353199,-1.986821492513021e-07,0.0,0.0,0.2752221455353199,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.017889345424040602,2.026326944799694,0.3362044381676636,0,,
chat.com,2021-03-01,0,0.406768391053023,-1.986821492513021e-07,0.0,0.0,0.406768391053023,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.0336816288215257,1.4754034673039107,0.25096966661445164,0,,
chat.com,2021-04-01,0,0.3121234992276242,-1.986821492513021e-07,0.0,0.0,0.3121234992276242,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.045900413255735,1.8779471117489186,0.311838168875711,0,,
chat.com,2021-05-01,0,0.26354724563406,-1.986821492513021e-07,0.0,0.0,0.26354724563406,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.032777126790547,1.8373899407492564,0.30534828560987304,0,,
chat.com,2021-06-01,0,0.2531854475922174,-1.986821492513021e-07,0.0,0.0,0.2531854475922174,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0249553220989961,2.0876233896407363,0.3465401386923903,0,,
chat.com,2021-07-01,0,0.4057914660956223,-1.986821492513021e-07,0.0,0.0,0.4057914660956223,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.0113885638121981,1.9410114110497192,0.3220773543855557,0,,
chat.com,2021-08-01,0,0.1464739585012751,-1.986821492513021e-07,0.0,0.0,0.1464739585012751,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0357118733865854,1.959744271663029,0.3251526404613989,1,1.9892443343896289,7.310007753194366
chat.com,2021-09-01,0,0.269116890981264,-1.986821492513021e-07,0.0,0.0,0.269116890981264,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.0560924422174068,1.609323048197202,0.27031840735370477,0,,
chat.com,2021-10-01,0,0.4622323827169752,-1.986821492513021e-07,0.0,0.0,0.4622323827169752,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0348498551461574,1.9871377886072406,0.32967692043667435,0,,
chat.com,2021-11-01,0,0.3224509335458511,-1.986821492513021e-07,0.0,0.0,0.3224509335458511,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0216896702509504,1.7722551522331362,0.29508606956952754,0,,
chat.com,2021-12-01,0,0.4073162554442109,-1.986821492513021e-07,0.0,0.0,0.4073162554442109,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.0753898222294595,1.8291730683207188,0.304042690911609,0,,
chat.com,2022-01-01,0,0.3841999456713614,-1.986821492513021e-07,0.0,0.0,0.3841999456713614,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0753116617698443,1.9259993178699661,0.319623949981733,0,,
chat.com,2022-02-01,0,0.3347300558116977,-1.986821492513021e-07,0.0,0.0,0.3347300558116977,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.016995246483286,2.003288527414067,0.3323592861303195,1,2.0377542076546975,7.673357067213106
chat.com,2022-03-01,0,0.2172871533693374,-1.986821492513021e-07,0.0,0.0,0.2172871533693374,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0382715364617547,2.362480289324878,0.3945706215836104,0,,
chat.com,2022-04-01,0,0.2439303929020415,-1.986821492513021e-07,0.0,0.0,0.2439303929020415,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0578067874322819,1.8101491254978823,0.3010320492854904,0,,
chat.com,2022-05-01,0,0.2425824268129763,-1.986821492513021e-07,0.0,0.0,0.2425824268129763,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0484187583176739,2.0483633850055423,0.3399027868235381,1,2.0392475883931525,7.684824871624402
chat.com,2022-06-01,0,0.3885640582640248,-1.986821492513021e-07,0.0,0.0,0.3885640582640248,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.0063051208279078,1.7389813421145668,0.28992177528702573,1,1.7910287651405428,5.9956173768702445
chat.com,2022-07-01,0,0.4035664458784244,-1.986821492513021e-07,0.0,0.0,0.4035664458784244,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0362580066701701,2.136645886635638,0.35491229423502096,0,,
chat.com,2022-08-01,0,0.2796948336769504,-1.986821492513021e-07,0.0,0.0,0.2796948336769504,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.0905021561264009,1.5329646432038884,0.2591720053847244,0,,
chat.com,2022-09-01,0,0.3436982536466479,-1.986821492513021e-07,0.0,0.0,0.3436982536466479,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.019688312115202,1.7832074523081007,0.2967975840459542,0,,
chat.com,2022-10-01,0,0.3506491758777769,-1.986821492513021e-07,0.0,0.0,0.3506491758777769,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0866242503847812,2.0253543191961607,0.33604166124250845,1,2.095068621432016,8.125998568739151
