domain,date,post,attention_index,true_distance,T_it,is_com,length,age_years,has_hyphen,has_digit,exact_match,alpha_i,lambda_t,log_price_latent,sale_prob,sold,log_price_obs,price_obs,embedding_distance
chat.com,2021-02-01,0,0.2752221455353199,0.0,0.2752221455353199,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.0178893454240406,1.4917538254576366,0.2532819017298868,1,1.468905144066513,4.344475960946119,-1.986821492513021e-07
chat.com,2021-04-01,0,0.3121234992276242,0.0,0.3121234992276242,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.045900413255735,1.8798107080761224,0.3121381867450704,1,1.8076316518589413,6.095992888865285,-1.986821492513021e-07
chat.com,2021-05-01,0,0.26354724563406,0.0,0.26354724563406,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.032777126790547,1.7194471089586243,0.286914990786682,1,1.6805346673725912,5.368425525895842,-1.986821492513021e-07
chat.com,2021-07-01,0,0.4057914660956223,0.0,0.4057914660956223,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.0113885638121981,2.367133016083035,0.3954045262704182,1,2.33190696130894,10.297559869641749,-1.986821492513021e-07
chat.com,2021-10-01,0,0.4622323827169752,0.0,0.4622323827169752,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0348498551461574,1.632249275750502,0.2737233569311262,1,1.638411517418172,5.146987115775789,-1.986821492513021e-07
chat.com,2021-12-01,0,0.4073162554442109,0.0,0.4073162554442109,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.0753898222294595,1.9053923954838,0.3162724046984654,1,2.075964112295296,7.972228878965065,-1.986821492513021e-07
chat.com,2022-04-01,0,0.2439303929020415,0.0,0.2439303929020415,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0578067874322819,2.153543481900162,0.3578191229089056,1,2.124748828181693,8.370794716330234,-1.986821492513021e-07
chat.com,2023-01-01,1,0.8810444478696753,0.0,0.8810444478696753,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.0886491926048511,2.099535546798662,0.3485660344031608,1,2.110853863033436,8.255287160628907,-1.986821492513021e-07
chat.com,2023-12-01,1,0.8274249768643629,0.0,0.8274249768643629,1,4,4.472862087709626,0,0,1,0.1263363107037679,-0.0050951185887714,2.2747155167441933,0.3789603462083402,1,2.1164060639329856,8.301249651847236,-1.986821492513021e-07
chat.com,2024-10-01,1,0.6635088533861369,0.0,0.6635088533861369,1,4,4.472862087709626,0,0,1,0.1263363107037679,0.053325082959052,2.1450240915588106,0.356352242003161,1,2.0979551664142684,8.149488515216976,-1.986821492513021e-07
