domain,date,post,attention_index,true_distance,embedding_distance,T_it,is_com,length,age_years,has_hyphen,has_digit,exact_match,alpha_i,lambda_t,log_price_latent,sale_prob,sold,log_price_obs,price_obs
chat.com,2021-01-01,0,0.33598748365123515,0.0,,0.33598748365123515,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.039672624441721725,2.1311361537768936,0.3539667742875458,0,,
chat.com,2021-02-01,0,0.2752221455353199,0.0,,0.2752221455353199,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.017889345424040606,1.4917538254576366,0.25328190172988685,1,1.468905144066513,4.344475960946119
chat.com,2021-03-01,0,0.40676839105302304,0.0,,0.40676839105302304,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.03368162882152577,1.7837328931206058,0.2968798387141661,0,,
chat.com,2021-04-01,0,0.3121234992276242,0.0,,0.3121234992276242,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.045900413255735,1.8798107080761226,0.31213818674507043,1,1.8076316518589413,6.095992888865285
chat.com,2021-05-01,0,0.26354724563406,0.0,,0.26354724563406,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.03277712679054707,1.7194471089586243,0.286914990786682,1,1.6805346673725912,5.368425525895842
chat.com,2021-06-01,0,0.2531854475922174,0.0,,0.2531854475922174,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.02495532209899614,1.800032307712982,0.29943794051080747,0,,
chat.com,2021-07-01,0,0.4057914660956223,0.0,,0.4057914660956223,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.011388563812198193,2.367133016083035,0.3954045262704182,1,2.3319069613089396,10.297559869641749
chat.com,2021-08-01,0,0.1464739585012751,0.0,,0.1464739585012751,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.035711873386585435,1.6790741748528555,0.28076010465036916,0,,
chat.com,2021-09-01,0,0.269116890981264,0.0,,0.269116890981264,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.05609244221740686,1.647774918209228,0.2760443062434543,0,,
chat.com,2021-10-01,0,0.4622323827169752,0.0,,0.4622323827169752,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.034849855146157446,1.632249275750502,0.2737233569311262,1,1.638411517418172,5.146987115775789
chat.com,2021-11-01,0,0.32245093354585114,0.0,,0.32245093354585114,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.021689670250950463,2.075476815822378,0.34448008853003964,0,,
chat.com,2021-12-01,0,0.4073162554442109,0.0,,0.4073162554442109,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.07538982222945954,1.9053923954838001,0.31627240469846546,1,2.075964112295296,7.972228878965065
chat.com,2022-01-01,0,0.3841999456713614,0.0,,0.3841999456713614,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.07531166176984437,1.7834318376586527,0.29683270864127914,0,,
chat.com,2022-02-01,0,0.3347300558116977,0.0,,0.3347300558116977,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.016995246483286038,2.014022405500306,0.33414804875828635,0,,
chat.com,2022-03-01,0,0.2172871533693374,0.0,,0.2172871533693374,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.03827153646175477,2.042578314350046,0.3389299717185811,0,,
chat.com,2022-04-01,0,0.24393039290204152,0.0,,0.24393039290204152,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.05780678743228197,2.153543481900162,0.35781912290890566,1,2.124748828181693,8.370794716330234
chat.com,2022-05-01,0,0.24258242681297637,0.0,,0.24258242681297637,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.04841875831767398,1.886191415622272,0.31316660077112757,0,,
chat.com,2022-06-01,0,0.3885640582640248,0.0,,0.3885640582640248,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.006305120827907887,1.9124388825585528,0.3174163340790017,0,,
chat.com,2022-07-01,0,0.4035664458784244,0.0,,0.4035664458784244,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.03625800667017011,1.7811225333974023,0.296471332118691,0,,
chat.com,2022-08-01,0,0.2796948336769504,0.0,,0.2796948336769504,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.09050215612640092,1.7536368585528297,0.2921898065069959,0,,
chat.com,2022-09-01,0,0.34369825364664797,0.0,,0.34369825364664797,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.01968831211520206,1.9626185076913163,0.32562583539369816,0,,
chat.com,2022-10-01,0,0.3506491758777769,0.0,,0.3506491758777769,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.08662425038478128,1.8527713144417768,0.3078006808581924,0,,
chat.com,2022-11-01,1,0.7562556105354741,0.0,,0.7562556105354741,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.03476887327418814,1.5775950355607131,0.2656504638955042,0,,
chat.com,2022-12-01,1,0.6890410683103334,0.0,,0.6890410683103334,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.04577267605386824,2.2093105522958156,0.3674860107565749,0,,
chat.com,2023-01-01,1,0.8810444478696753,0.0,,0.8810444478696753,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.08864919260485112,2.099535546798662,0.34856603440316086,1,2.110853863033436,8.255287160628907
chat.com,2023-02-01,1,0.8042299349100269,0.0,,0.8042299349100269,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.034460343482453824,2.123956497762553,0.35273639267883883,0,,
chat.com,2023-03-01,1,0.755846701183267,0.0,,0.755846701183267,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.05127033625709946,2.1592175840743604,0.35879757942487883,0,,
chat.com,2023-04-01,1,0.7084935855264092,0.0,,0.7084935855264092,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.0784736226525909,2.4721090955957754,0.4143726009218152,0,,
chat.com,2023-05-01,1,0.6833145238797969,0.0,,0.6833145238797969,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.04674620407194221,1.8195456829095122,0.3025169849307357,0,,
chat.com,2023-06-01,1,0.7818316074772759,0.0,,0.7818316074772759,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.07148676330950351,1.872811693797102,0.3110122417162191,0,,
chat.com,2023-07-01,1,0.7120982361784608,0.0,,0.7120982361784608,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.04801750761784841,2.018793309902573,0.33494464073517094,0,,
chat.com,2023-08-01,1,0.7606985541276278,0.0,,0.7606985541276278,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.024801053176062425,1.9867443402206986,0.3296117125809565,0,,
chat.com,2023-09-01,1,0.5980551063323813,0.0,,0.5980551063323813,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.013230580111733932,1.8368299460192836,0.3052592072337387,0,,
chat.com,2023-10-01,1,0.7076164943753044,0.0,,0.7076164943753044,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.014231052376853652,1.9007305504950462,0.31551681824074357,0,,
chat.com,2023-11-01,1,0.7412729682306661,0.0,,0.7412729682306661,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.08690733791630696,2.4132424088065636,0.40370088463943254,0,,
chat.com,2023-12-01,1,0.8274249768643629,0.0,,0.8274249768643629,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.005095118588771402,2.2747155167441933,0.37896034620834024,1,2.1164060639329856,8.301249651847236
chat.com,2024-01-01,1,0.676214075498581,0.0,,0.676214075498581,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.03496255444143819,1.8294063334711934,0.30407971148829327,0,,
chat.com,2024-02-01,1,0.6311333408362253,0.0,,0.6311333408362253,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.03364899802348464,1.9167205439558834,0.3181125005184189,0,,
chat.com,2024-03-01,1,0.7855777809659342,0.0,,0.7855777809659342,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.03329254613418272,2.218942169173987,0.36916669234728844,0,,
chat.com,2024-04-01,1,0.7448754852283408,0.0,,0.7448754852283408,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.029434232175211753,1.9174552577800341,0.31823204140107497,0,,
chat.com,2024-05-01,1,0.6122381135348305,0.0,,0.6122381135348305,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.07635066306129962,2.616978446670701,0.44096017097330736,0,,
chat.com,2024-06-01,1,0.6162272389084403,0.0,,0.6162272389084403,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.028506497275892287,2.3191125577390355,0.38682794126371944,0,,
chat.com,2024-07-01,1,0.6982499278343788,0.0,,0.6982499278343788,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.034017130954993695,2.039217539769836,0.33836544880198716,0,,
chat.com,2024-08-01,1,0.743300208987863,0.0,,0.743300208987863,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.01556396419397681,2.1927773207915884,0.36460853700840135,0,,
chat.com,2024-09-01,1,0.8611428103274879,0.0,,0.8611428103274879,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.04927939103357781,2.0226593017333823,0.335590831303528,0,,
chat.com,2024-10-01,1,0.6635088533861369,0.0,,0.6635088533861369,1,4,4.472862087709626,0,0,1,0.12633631070376794,0.05332508295905208,2.1450240915588106,0.35635224200316107,1,2.0979551664142684,8.149488515216976
chat.com,2024-11-01,1,0.7931021701535159,0.0,,0.7931021701535159,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.012588341353518452,1.8308073843774764,0.3043021200486563,1,1.831913800355372,6.24582849652918
chat.com,2024-12-01,1,0.5931319361733686,0.0,,0.5931319361733686,1,4,4.472862087709626,0,0,1,0.12633631070376794,-0.011922283357478112,1.836316871495908,0.3051776052462282,0,,
top-chat-solutions.com,2021-01-01,0,0.33598748365123515,0.42613670806833764,,0.13157448939015048,1,18,3.05579998521241,1,0,0,0.5273046961467509,0.039672624441721725,1.519662693241834,0.257261112845771,1,1.5065486151013927,4.511134234358703
top-chat-solutions.com,2021-02-01,0,0.2752221455353199,0.42613670806833764,,0.10777845910849683,1,18,3.05579998521241,1,0,0,0.5273046961467509,-0.017889345424040606,1.601998874798975,0.2692362754290187,0,,
top-chat-solutions.com,2021-03-01,0,0.40676839105302304,0.42613670806833764,,0.1592926699865113,1,18,3.05579998521241,1,0,0,0.5273046961467509,-0.03368162882152577,1.6169005229816558,0.2714408414749288,0,,
top-chat-solutions.com,2021-04-01,0,0.3121234992276242,0.42613670806833764,,0.12222922589631625,1,18,3.05579998521241,1,0,0,0.5273046961467509,-0.045900413255735,1.7128293519154536,0.28590059679688945,0,,
top-chat-solutions.com,2021-05-01,0,0.26354724563406,0.42613670806833764,,0.10320650608067536,1,18,3.05579998521241,1,0,0,0.5273046961467509,-0.03277712679054707,1.8811556995190228,0.31235481303396573,0,,
